vibration,current_voltage,temperature,pressure,fuel_usage,emission,torque,load_today,rpm,machine_health
9.08,451.42,45.7,9.95,55.59,3.36,114.4,68,2365,29.5
5.05,442.1,67.1,9.35,92.27,3.68,54.1,35,1469,42.77
1.78,227.83,34.0,6.37,71.44,3.12,477.7,46,2467,49.11
0.36,466.52,100.4,5.81,65.3,2.35,298.1,81,911,41.38
4.65,342.99,101.3,4.46,72.1,3.97,110.6,59,1020,38.06
2.8,425.81,73.6,5.76,16.32,3.52,219.5,78,2461,43.19
1.72,333.77,83.8,5.98,32.55,2.86,332.8,98,2286,43.58
2.31,400.19,25.3,7.82,20.68,2.1,470.7,48,2693,48.0
4.62,280.06,88.9,8.95,58.15,1.36,427.3,6,1723,49.42
2.07,292.14,63.3,1.6,30.55,0.52,428.8,28,1316,66.96
6.62,291.68,115.9,8.09,55.08,1.62,65.3,2,943,47.49
5.06,205.53,109.9,9.44,62.67,0.42,87.0,92,2066,46.16
9.63,406.78,28.6,9.86,61.9,2.67,353.1,2,2103,36.62
0.48,232.01,50.5,3.3,89.63,4.3,60.4,43,1931,59.54
5.87,351.4,118.7,5.9,77.07,2.81,251.0,14,2220,34.68
8.46,258.65,106.1,7.05,26.64,2.26,166.3,58,1183,42.33
4.61,403.19,78.1,7.84,72.14,1.57,386.1,53,2345,36.19
6.52,203.4,26.5,9.19,18.97,0.12,100.0,33,1491,70.71
0.56,473.22,105.0,4.11,58.58,1.79,268.6,56,2716,41.39
1.08,452.67,46.0,4.73,47.92,0.97,52.0,33,1084,67.52
6.87,324.61,92.6,9.13,22.78,3.1,171.3,17,2292,40.5
5.98,343.68,76.6,5.66,77.99,1.53,204.9,13,2043,48.48
0.5,421.39,80.4,8.06,38.73,4.44,139.4,7,1005,50.02
0.54,472.44,53.2,4.62,26.69,3.69,185.7,34,2392,54.25
7.81,305.44,102.2,5.65,51.63,2.26,457.0,40,1052,35.85
5.44,296.51,31.9,1.53,36.2,1.17,462.3,88,1656,57.6
2.31,371.3,61.9,5.11,56.36,3.07,90.5,64,2324,50.82
3.9,295.27,110.8,7.51,21.81,4.47,248.7,33,1964,41.03
0.96,351.63,63.4,5.25,26.66,4.54,455.4,60,1544,50.23
5.98,263.75,35.7,8.13,98.1,1.8,495.6,95,1478,40.71
0.29,474.53,42.8,2.79,20.37,0.83,153.5,76,2128,64.94
9.1,382.04,53.2,6.85,24.17,1.78,380.3,92,1335,39.5
0.12,346.07,29.6,6.08,67.89,3.24,132.1,44,1610,63.55
9.56,377.65,97.1,7.96,77.19,4.69,175.2,14,2756,22.44
1.7,292.04,101.6,5.05,36.86,2.9,442.8,28,1618,53.69
6.77,462.52,47.6,7.19,54.56,4.9,160.2,24,2951,32.82
6.02,274.05,60.7,1.81,25.3,1.95,126.2,82,2517,53.45
6.46,432.67,84.6,9.23,18.48,4.43,238.5,36,1613,35.28
7.99,371.44,92.5,8.99,39.58,4.6,225.2,46,551,25.88
7.64,285.81,21.5,9.81,68.69,2.2,378.3,82,872,38.17
4.44,331.62,114.4,2.86,33.47,1.33,478.9,14,1956,47.32
9.96,376.89,78.4,2.07,36.67,1.98,300.8,28,2256,42.77
3.02,441.15,35.1,1.14,83.35,0.89,459.8,67,1448,54.95
9.56,402.95,30.6,9.38,6.92,2.96,283.3,32,2186,42.08
5.98,223.87,76.7,3.63,7.46,4.25,386.1,18,2555,44.31
9.73,397.5,114.8,1.37,5.98,2.93,486.7,59,1136,33.4
3.87,222.67,79.7,5.25,33.54,1.03,195.6,95,802,53.63
5.4,278.98,115.7,4.65,68.83,4.16,371.1,20,2413,31.45
1.26,434.96,87.2,7.55,14.01,2.96,91.1,65,2861,43.8
9.86,314.57,40.9,8.34,80.85,0.48,71.1,78,1961,45.01
0.37,359.44,98.3,5.23,34.11,2.43,307.8,90,1520,51.51
4.82,268.13,25.1,3.37,62.59,4.19,302.3,0,1502,61.31
2.7,443.43,66.2,7.33,20.18,0.41,166.2,64,721,56.04
1.45,203.5,59.6,2.03,37.35,2.93,344.1,66,2389,57.56
9.58,281.54,69.4,2.51,66.42,3.4,308.2,96,2169,31.28
7.63,479.11,65.1,4.25,38.34,0.73,115.5,95,2434,41.66
0.97,266.7,78.1,8.73,72.51,4.29,458.8,11,1304,45.89
3.15,306.01,24.9,1.71,92.57,1.53,260.5,70,2640,53.39
9.53,286.1,39.2,1.55,70.76,4.5,405.1,36,1320,40.88
8.98,237.83,73.3,1.23,11.16,4.17,202.7,40,2933,40.75
4.09,232.87,77.3,2.52,22.33,4.79,441.8,0,1551,56.19
3.38,366.42,45.2,2.82,92.04,4.55,162.1,38,890,46.52
7.97,283.75,107.0,3.95,82.43,0.34,155.8,6,2007,48.78
1.89,272.29,34.9,5.34,76.86,3.74,170.4,19,2569,54.73
6.19,465.9,108.1,2.44,75.55,3.81,149.4,3,1580,39.61
0.83,439.3,117.2,6.2,85.19,2.94,66.0,58,847,42.38
5.37,455.83,117.8,4.38,59.98,2.65,97.5,16,1772,42.89
0.65,318.28,55.9,2.09,52.29,2.1,392.6,4,1829,67.18
0.23,287.33,63.3,2.44,18.51,2.07,468.8,95,1795,58.4
7.78,455.9,106.5,1.19,37.58,2.73,357.6,0,2481,35.69
1.18,293.88,57.2,1.57,7.58,3.55,486.9,14,1733,63.62
6.03,427.71,27.5,9.67,43.62,2.52,236.9,22,2818,43.67
7.88,379.83,22.6,1.9,41.58,1.46,358.6,54,1007,53.09
1.87,229.59,65.2,5.1,86.72,3.66,60.3,32,698,57.27
0.59,471.36,34.6,2.63,93.86,0.74,97.5,66,947,63.82
5.05,329.39,20.9,9.3,45.29,1.09,439.0,71,1292,49.37
7.1,401.35,44.3,8.26,48.56,4.15,496.1,61,1762,30.07
0.54,387.79,29.7,6.84,64.63,1.05,219.9,18,1324,66.61
7.8,250.93,30.7,5.89,49.23,2.97,309.0,13,2673,46.14
6.83,478.56,89.9,5.47,61.49,1.28,475.5,37,1672,37.28
7.18,439.99,76.3,2.42,44.87,1.33,62.1,38,2311,50.26
5.22,204.49,63.3,2.01,49.87,4.62,116.2,96,2186,48.57
9.22,404.36,31.0,3.73,5.64,1.6,334.4,47,743,49.81
7.9,408.19,82.6,8.1,52.2,0.82,303.4,59,2149,37.24
4.75,225.62,114.0,2.51,32.06,0.49,89.1,60,1795,59.05
4.65,288.2,79.7,3.56,19.63,2.54,207.9,47,1729,57.66
1.51,219.96,83.3,9.35,16.35,2.91,455.9,60,559,46.85
6.26,379.56,64.6,7.12,78.47,4.05,234.4,73,2125,33.22
2.75,385.41,45.1,5.35,12.05,1.95,419.6,34,2558,52.98
1.17,262.63,96.3,2.29,20.24,3.48,188.4,65,2223,54.29
4.79,284.12,28.3,5.79,99.36,2.61,332.2,99,2438,38.96
0.82,333.64,70.1,9.83,46.82,0.74,252.6,36,1839,60.0
6.68,298.0,49.1,6.41,78.03,2.46,224.7,95,2155,40.66
5.8,385.15,29.8,1.19,99.3,4.54,234.9,58,2864,36.37
4.41,233.42,88.0,9.07,10.67,4.0,260.4,95,1138,43.02
2.01,235.49,96.6,7.35,94.16,4.19,161.9,24,595,41.64
1.46,408.72,105.6,8.99,75.9,2.62,314.6,23,1615,41.75
6.31,472.59,48.5,7.84,11.1,4.25,141.2,61,2455,35.7
4.27,456.9,29.1,7.43,35.59,0.11,180.0,18,2860,57.23
6.46,290.59,89.9,9.3,42.85,3.92,233.9,22,651,35.08
4.19,437.65,85.5,2.02,98.33,1.75,72.6,96,2006,44.45
5.08,260.13,62.9,9.72,55.79,0.55,479.2,69,1310,47.77
2.7,278.41,81.6,9.09,30.47,3.92,233.9,45,2906,40.34
2.1,258.37,100.1,6.05,81.32,1.35,83.5,81,1174,51.52
5.31,262.68,48.7,1.05,45.28,2.88,200.2,46,1345,58.79
2.7,464.33,65.3,7.66,54.44,0.53,177.2,15,2294,54.52
9.68,345.31,23.0,6.32,31.88,0.79,232.6,75,2882,43.86
2.65,457.9,30.2,1.75,51.11,1.75,250.9,86,1096,57.47
5.15,424.64,71.5,8.47,67.97,3.53,257.6,25,1636,41.88
0.81,419.85,117.3,9.63,25.9,3.49,381.8,41,1749,38.76
5.72,349.69,62.7,6.95,64.24,1.35,112.1,74,2406,43.15
8.85,475.54,72.7,8.87,53.31,5.0,344.6,90,872,17.54
8.38,390.53,64.2,3.64,66.01,2.31,406.3,30,914,38.19
5.92,334.3,29.8,1.58,90.19,2.93,371.0,50,2418,46.15
9.45,237.4,61.5,7.83,79.63,0.81,152.5,83,1914,42.08
4.56,224.39,93.2,7.02,22.9,0.85,414.3,12,1680,57.12
4.77,474.13,64.8,8.55,42.8,1.36,322.4,82,825,39.14
1.41,256.76,99.0,9.93,43.33,2.09,499.4,35,2337,43.8
1.11,403.83,37.5,1.6,97.41,0.66,249.4,17,1957,66.44
8.99,440.91,69.1,7.72,79.92,3.04,60.9,5,1693,37.71
6.27,411.26,112.0,6.79,34.04,3.39,212.4,30,981,35.9
9.21,380.35,119.5,1.79,51.04,2.52,463.2,8,1585,34.91
2.27,249.36,57.7,5.7,28.19,4.78,65.1,7,923,62.38
4.63,287.63,93.8,4.09,20.75,4.28,387.8,10,1907,48.92
6.27,289.24,67.3,3.27,24.9,3.01,148.3,62,792,48.34
4.02,237.89,100.7,3.38,31.89,4.44,446.5,12,1652,47.56
2.71,374.28,113.7,2.75,88.58,1.99,339.5,90,2116,36.0
7.99,396.94,45.3,4.19,66.37,2.99,111.3,3,1637,52.37
5.29,304.67,90.6,6.17,78.08,0.34,136.2,31,1360,52.95
7.84,214.04,41.6,1.48,82.65,3.99,412.7,53,1557,46.68
3.87,283.49,47.5,9.93,48.34,1.08,92.4,63,2378,54.2
9.94,288.37,103.6,1.99,96.34,1.41,209.8,53,1194,37.63
0.77,293.43,71.8,5.79,23.03,2.97,490.0,57,617,49.91
5.95,340.64,97.1,8.45,36.63,3.92,401.7,99,2513,21.93
3.89,248.31,97.3,1.2,63.62,4.02,345.1,22,623,45.12
8.24,431.81,64.9,2.84,62.38,0.72,424.0,7,2072,46.4
5.59,409.74,21.1,5.34,7.38,2.73,192.3,70,713,50.84
9.18,213.52,97.7,3.94,68.5,0.49,472.5,16,1936,45.96
7.93,334.1,23.4,3.99,61.64,4.01,316.8,7,2344,45.05
3.16,306.62,111.3,6.18,10.28,3.21,139.8,82,507,41.07
1.76,268.62,25.6,6.37,59.25,4.93,340.0,4,2922,51.07
4.33,314.28,48.3,7.82,66.09,4.36,436.9,85,1140,36.11
0.3,232.6,53.0,9.26,39.08,1.5,134.8,92,2056,59.24
3.64,459.23,101.9,5.26,82.62,0.29,126.4,57,1646,50.91
1.41,240.7,73.6,9.64,94.78,3.18,241.6,92,1526,45.37
0.31,331.93,93.8,6.38,80.02,2.22,102.3,48,1551,57.47
2.64,205.44,91.4,8.56,39.93,1.32,364.1,98,2489,44.8
1.74,409.76,82.9,3.88,94.51,3.55,269.5,81,2441,35.34
0.49,271.33,70.1,4.02,35.57,4.96,389.6,6,1359,56.64
5.27,418.76,92.1,1.97,89.02,4.0,475.5,94,1368,29.94
4.6,296.84,105.6,4.58,28.28,2.62,456.9,87,2207,38.3
7.02,324.99,49.9,8.45,90.59,0.71,372.8,29,2739,38.95
8.67,321.16,35.4,9.95,70.83,3.6,87.5,96,2693,28.26
9.26,457.56,115.8,1.62,40.77,2.5,402.4,38,926,32.08
2.64,241.54,84.1,8.39,32.59,4.61,281.5,77,750,38.53
6.21,216.05,101.0,2.61,58.18,4.57,431.8,94,1746,33.91
7.54,254.27,57.1,2.14,63.9,3.02,116.3,4,2439,53.94
5.02,352.66,66.5,7.6,7.16,1.39,181.0,79,2670,46.37
5.16,285.94,99.5,2.64,71.45,1.47,80.5,3,1286,60.33
3.67,432.94,24.3,4.87,67.93,4.0,415.3,31,2056,44.71
9.74,240.7,110.2,7.06,50.99,3.1,220.8,19,2732,28.9
9.25,249.68,83.3,4.41,46.6,2.89,81.6,86,548,35.73
8.21,300.98,106.8,4.92,27.19,4.06,83.7,41,1876,41.56
5.39,469.66,67.9,4.69,12.09,1.33,376.5,68,1279,47.25
2.7,206.7,45.9,2.11,39.3,3.74,70.4,47,1963,67.34
9.46,326.29,104.3,3.57,76.32,1.15,156.6,91,993,35.86
3.91,328.14,47.9,4.79,90.32,0.2,417.6,64,1965,51.7
5.37,463.5,93.9,1.79,78.02,4.58,409.1,17,534,29.75
8.88,397.82,69.0,2.33,93.72,2.83,158.4,10,1638,45.93
7.84,472.86,87.6,5.73,82.85,2.02,384.9,95,2707,20.99
9.4,354.82,97.8,9.59,66.89,2.04,392.6,95,1955,20.52
5.84,215.6,103.9,4.67,68.23,2.33,84.8,3,2645,50.4
9.05,469.71,81.3,2.14,88.89,4.89,322.7,64,1438,27.22
3.12,271.32,110.5,1.92,47.03,3.89,312.8,75,636,42.78
9.96,314.68,21.5,2.39,51.73,4.32,220.3,66,689,42.23
2.58,381.49,85.9,2.02,24.08,0.82,195.8,32,2624,58.8
3.02,217.18,66.8,2.29,26.71,0.49,422.0,2,1411,69.79
8.29,302.42,97.3,8.51,11.01,1.37,311.5,71,1677,38.9
4.19,396.5,68.7,4.89,8.0,4.23,446.9,58,1807,43.83
3.97,254.48,37.9,5.06,72.93,0.49,486.5,8,2815,56.73
6.65,387.37,50.8,2.52,61.61,2.87,443.6,50,955,43.43
5.89,336.26,44.8,8.29,12.26,1.09,421.4,98,2966,38.09
8.07,383.78,51.8,9.37,26.56,4.11,173.7,16,1508,43.05
2.03,376.46,68.3,6.12,95.43,4.19,491.7,96,1310,32.53
1.25,427.9,65.9,3.4,68.64,3.6,357.5,73,2451,39.98
8.86,435.4,66.2,5.02,94.97,4.22,84.1,20,1318,35.12
2.68,274.31,83.0,2.3,84.17,2.97,326.4,57,2740,45.12
7.03,319.12,22.9,2.14,79.83,2.99,158.2,77,2306,46.48
9.52,273.29,86.1,7.11,55.73,3.92,72.0,39,1476,38.53
0.8,408.65,94.8,9.07,77.78,0.59,101.7,64,1108,50.96
5.78,392.67,69.8,9.99,17.45,3.9,251.1,57,1741,38.76
2.88,479.03,48.1,9.17,91.63,4.42,102.5,88,2959,30.07
9.76,450.67,82.6,4.73,62.7,4.32,355.7,7,1351,31.73
3.3,384.82,101.8,3.99,80.98,1.64,245.3,40,1323,49.08
4.48,371.89,29.1,2.94,69.99,0.53,198.5,68,1676,60.19
0.51,333.87,90.6,3.58,99.29,2.56,61.6,48,2097,53.91
7.73,263.49,61.5,4.09,86.69,0.19,279.2,25,2484,49.42
6.41,412.83,81.8,9.65,90.85,3.92,402.9,80,882,21.55
8.35,273.91,57.1,3.13,89.54,3.14,78.9,6,1266,50.24
3.03,355.07,25.2,6.04,76.8,0.12,207.7,90,1696,61.16
6.67,386.56,52.8,5.13,39.16,0.5,287.8,9,2230,53.12
3.18,387.04,49.3,2.49,40.67,3.15,318.7,39,737,52.5
1.56,367.42,104.1,3.74,88.24,4.73,98.4,75,2265,39.08
8.09,373.86,80.5,8.44,54.89,1.75,399.6,93,1850,28.49
3.25,425.53,22.1,4.92,48.18,4.56,348.4,13,692,50.26
9.37,468.83,31.9,9.25,34.85,3.57,315.4,58,600,26.86
5.6,232.62,30.0,1.42,61.13,0.8,168.3,32,1877,68.38
1.98,267.19,113.7,1.39,13.37,3.04,110.1,47,817,56.2
1.42,441.05,29.0,9.09,91.91,3.25,169.5,98,2176,41.93
8.9,358.86,55.9,6.2,23.94,4.31,114.8,32,999,43.53
3.96,321.25,26.0,9.24,35.56,0.79,336.3,65,2011,53.75
4.27,256.3,92.9,6.42,47.13,3.12,101.6,3,530,49.74
8.74,392.56,32.3,2.27,50.43,4.46,160.2,99,2220,38.15
1.64,474.35,20.3,3.49,13.94,4.85,250.2,23,1423,61.16
4.31,284.12,100.3,6.7,60.03,3.15,133.7,39,2465,40.46
5.86,361.74,22.0,5.78,13.84,4.68,91.4,27,1287,54.92
3.37,268.28,61.3,6.79,36.05,3.56,346.3,67,1253,49.58
7.84,445.64,67.9,4.94,91.79,4.04,406.8,12,1585,33.16
6.39,476.23,91.3,1.76,15.55,0.97,396.3,72,1006,42.53
1.28,455.38,90.3,3.08,25.95,2.29,498.5,79,1372,48.4
0.91,225.41,85.8,3.28,78.57,4.1,455.0,71,2671,42.27
3.66,227.61,42.7,9.17,50.6,4.26,162.7,81,716,45.92
4.67,432.35,37.1,6.72,52.77,4.18,283.7,6,2055,47.29
0.95,410.62,52.5,4.16,89.07,3.91,97.7,35,2392,50.88
1.31,296.58,114.7,2.29,75.11,0.15,405.8,53,2877,47.81
0.3,451.99,84.5,5.93,20.89,0.31,145.2,22,1999,63.64
5.51,312.08,81.5,2.02,95.75,3.64,482.4,69,1546,36.86
8.71,416.34,68.5,7.11,55.09,4.73,473.7,69,1124,20.34
4.84,408.85,42.3,3.08,8.95,1.95,150.3,89,990,57.69
4.36,416.31,91.7,1.71,26.0,1.12,73.5,85,2366,52.95
2.96,336.1,21.3,4.94,60.3,0.11,206.0,13,2626,66.32
9.79,294.14,34.6,4.1,65.27,2.43,387.5,41,630,42.16
9.7,270.57,73.1,1.28,35.64,4.08,235.7,2,2822,41.2
8.5,397.23,38.0,5.39,76.48,1.7,52.6,97,2045,43.79
6.46,372.37,72.1,3.76,42.1,1.46,114.1,42,1103,52.95
6.68,419.24,78.5,5.87,84.88,3.15,79.1,47,2351,34.95
5.43,408.71,47.9,7.92,79.95,1.09,388.1,80,2722,33.71
4.41,334.19,22.9,4.28,48.6,1.15,220.1,9,2122,66.75
3.03,457.2,59.6,3.78,41.89,1.53,487.3,42,1259,52.21
9.89,265.72,35.1,1.19,73.85,2.75,421.4,23,2036,46.2
1.86,252.1,120.0,8.59,44.08,3.75,168.5,78,1841,42.37
6.66,398.48,105.9,2.69,86.99,1.81,72.0,30,2922,36.91
3.21,341.48,119.4,8.28,38.77,2.54,407.5,10,2336,39.91
3.51,475.47,65.6,5.01,26.34,2.67,394.0,13,702,47.71
2.94,436.49,59.1,9.59,39.63,2.03,189.3,51,2284,45.2
2.53,362.49,79.5,3.34,53.27,0.67,187.4,38,2664,56.45
9.13,281.07,78.0,6.9,85.12,2.15,444.9,57,835,31.22
2.33,239.3,75.3,4.44,10.25,4.04,192.8,5,2443,58.76
4.01,474.0,25.4,7.14,36.01,1.37,328.8,29,536,51.38
5.09,357.96,74.1,6.2,74.3,0.37,253.7,89,2767,41.68
9.7,440.97,45.9,5.62,54.35,0.8,309.4,87,2938,31.23
3.14,449.0,69.9,2.71,49.98,0.36,208.9,23,1420,61.8
7.52,308.84,20.5,8.76,49.08,1.13,379.3,38,851,47.11
4.74,266.15,85.0,4.2,32.42,2.24,221.3,87,2787,45.22
4.31,254.18,117.9,5.73,98.93,3.51,169.6,33,1609,40.98
2.78,404.06,104.1,9.27,50.24,3.98,226.6,99,1264,34.47
9.94,309.56,39.6,9.03,69.54,4.58,287.8,8,2262,34.15
6.2,270.58,70.3,4.31,22.66,3.15,499.5,27,2122,45.14
4.72,354.45,74.0,3.43,58.57,1.77,88.6,79,1131,50.71
4.64,316.19,88.3,5.12,96.55,0.74,237.3,34,2152,46.08
7.94,212.91,94.1,9.12,12.82,2.09,264.3,64,2174,41.84
4.66,352.82,51.0,2.72,68.49,3.18,57.7,24,2681,51.24
9.48,422.79,46.4,7.1,14.34,2.62,142.6,37,1977,46.08
5.12,264.9,57.5,4.03,55.66,2.49,406.2,68,572,44.73
5.2,308.06,87.1,1.41,32.47,1.56,68.7,88,1989,53.47
9.8,244.53,64.4,5.5,30.15,2.67,329.8,96,1521,39.75
3.42,416.87,49.5,5.04,41.28,4.48,302.8,94,560,36.45
0.17,372.63,99.6,3.85,51.92,1.35,277.2,28,518,55.73
0.76,458.94,53.3,9.46,84.11,1.46,275.3,53,1102,47.41
4.18,430.3,54.6,3.07,61.15,2.22,172.3,55,2928,43.9
5.26,311.1,105.5,7.53,43.64,1.04,471.5,2,1806,45.76
3.23,249.81,26.4,1.52,60.97,0.58,140.0,44,2908,66.38
4.22,309.74,110.7,1.77,30.24,0.65,309.7,66,760,50.58
9.58,264.03,51.4,5.55,83.88,4.21,389.2,100,1998,26.52
6.31,294.44,25.6,5.97,80.51,2.55,435.6,90,1153,40.19
1.27,354.47,32.3,1.97,65.58,1.28,85.7,64,2030,69.51
6.6,386.3,36.7,3.78,13.35,3.32,206.4,13,637,50.9
0.96,464.1,77.6,3.12,34.58,2.84,312.2,17,2717,48.68
1.58,235.15,78.6,4.93,41.66,0.77,165.9,98,2587,55.2
0.1,383.78,57.9,7.3,65.69,3.05,76.7,58,1439,56.61
2.31,331.39,114.0,9.57,56.4,3.09,142.3,85,1108,39.22
0.72,291.92,77.4,4.55,83.93,3.16,116.9,22,1164,59.09
7.23,320.23,116.7,7.86,26.88,1.41,226.4,42,2376,38.27
6.56,278.65,26.3,6.13,61.5,4.32,261.9,47,1274,49.1
1.5,338.33,44.3,7.06,34.06,0.36,87.2,12,2983,64.83
7.57,373.44,42.5,5.9,50.25,2.7,161.4,33,757,47.07
9.27,318.08,28.0,2.39,78.6,4.42,407.1,59,2532,31.63
3.27,306.62,109.0,5.89,51.02,1.85,142.7,62,2295,47.78
3.88,250.37,43.8,9.26,54.94,0.25,408.6,23,535,56.48
2.36,399.93,86.4,5.19,18.03,3.54,112.7,8,660,51.85
4.5,458.62,91.3,5.63,56.63,2.09,215.3,78,751,37.05
3.85,315.56,53.7,8.31,97.73,0.69,122.7,25,772,55.4
8.34,448.37,81.9,1.16,71.01,1.73,399.4,97,1212,33.8
4.01,351.6,70.4,7.61,46.35,0.6,465.1,44,2052,47.39
3.03,330.21,112.7,1.58,92.75,4.52,157.5,36,1955,41.8
3.37,436.18,105.4,1.16,29.12,0.49,156.2,56,588,52.47
3.11,450.75,59.4,8.83,98.33,4.05,416.8,92,645,24.15
9.04,340.94,38.5,1.86,89.14,1.95,288.0,39,729,44.2
1.87,202.8,67.9,3.62,95.71,3.84,481.4,81,1324,47.79
5.34,202.39,83.2,5.78,62.85,1.68,166.3,0,1550,61.61
8.6,371.87,104.0,3.51,33.45,0.99,450.1,62,2737,32.22
7.79,446.07,89.4,5.41,20.84,0.92,350.6,55,2299,39.25
1.58,477.67,87.1,2.99,41.02,4.88,156.2,67,528,42.32
5.5,364.16,30.4,2.04,54.15,3.55,303.1,5,2201,54.64
3.18,291.14,103.2,5.43,57.58,2.82,454.5,32,2773,36.17
1.59,309.72,103.3,6.02,7.74,1.36,92.1,11,1983,65.66
9.14,253.21,41.6,6.55,29.59,4.3,327.8,50,522,38.85
9.35,250.49,57.0,1.67,84.87,2.47,143.2,53,736,45.42
9.1,403.01,29.2,6.77,92.49,3.41,98.5,14,2425,39.38
3.41,442.95,28.4,2.4,73.37,0.87,369.6,60,635,52.74
0.71,249.09,40.1,2.86,50.88,3.13,498.0,6,1616,64.62
6.23,288.62,38.7,8.67,95.71,0.65,308.1,39,1042,46.94
8.79,241.52,115.6,9.88,87.06,4.61,215.6,64,1932,19.98
7.42,430.38,71.4,9.89,72.9,1.09,367.3,79,2385,28.94
1.16,207.14,42.2,1.86,12.6,4.06,479.7,78,1456,62.17
1.75,427.62,30.2,1.82,88.06,2.56,372.6,95,2390,48.76
5.2,283.07,39.6,8.11,74.19,4.0,438.1,91,2464,33.54
8.71,318.91,55.7,8.11,14.04,1.6,72.8,36,520,47.89
1.23,464.29,33.4,5.3,92.27,3.41,169.5,2,2514,50.78
5.86,416.06,80.3,4.77,8.13,4.74,123.7,11,773,44.53
2.99,269.0,77.8,7.72,36.61,3.4,303.7,13,1627,51.82
0.88,466.85,110.1,8.6,74.17,3.32,108.6,21,2944,36.36
7.22,382.87,85.3,2.32,87.39,4.4,89.1,21,2715,32.99
6.84,317.83,28.0,9.96,59.62,3.16,344.6,52,2973,35.39
3.08,419.24,86.0,7.39,17.6,3.78,421.5,52,1587,43.65
0.42,303.82,110.0,9.98,36.18,1.55,274.1,90,1684,50.02
1.29,341.82,106.1,9.89,5.24,1.33,430.7,28,1556,54.27
7.76,279.94,49.1,2.24,37.79,3.52,89.8,99,2143,44.65
8.86,330.28,26.4,4.97,65.1,3.77,363.3,10,875,40.38
5.19,431.25,90.4,7.11,60.66,1.57,73.2,51,973,45.46
5.14,463.22,70.7,6.77,80.49,1.09,420.1,5,984,43.61
2.95,278.98,55.3,2.87,54.87,2.57,352.5,52,1048,57.3
3.12,473.18,106.9,1.02,64.91,4.04,107.2,15,1487,50.04
7.11,294.33,90.9,6.92,65.79,4.32,213.2,31,2262,31.9
6.4,462.03,59.7,3.38,34.86,2.09,220.0,15,1837,50.38
5.3,237.44,107.4,1.04,58.84,1.92,201.0,16,925,55.73
1.22,311.45,29.1,7.27,92.42,3.59,210.9,42,2231,51.25
3.01,384.37,67.3,6.81,31.93,0.61,351.9,61,1275,54.4
1.96,437.21,69.3,2.78,59.28,0.75,58.8,46,2859,57.47
3.34,459.48,20.9,6.15,74.28,3.64,72.6,92,1034,45.93
9.25,413.87,54.6,2.65,52.22,2.58,52.5,27,1834,48.57
2.05,334.28,109.5,6.99,69.2,2.8,95.5,77,1240,46.68
5.35,211.37,77.6,9.17,36.95,0.79,246.9,23,1992,53.41
1.79,392.93,106.7,1.7,91.12,3.91,119.5,88,798,41.1
5.86,389.48,86.4,5.04,48.52,4.71,433.0,27,2574,30.8
1.18,450.75,53.2,3.39,92.05,3.72,455.9,37,1779,44.55
8.66,286.16,75.3,9.56,27.03,1.69,276.4,53,1429,45.12
1.62,393.0,82.1,1.42,25.12,4.89,123.6,70,1328,55.08
4.07,450.44,25.4,5.55,6.86,3.73,147.0,51,1697,56.41
7.1,308.53,110.6,8.08,89.46,2.47,118.4,68,589,31.0
1.83,291.9,89.1,2.98,51.07,0.2,64.8,73,2699,58.55
1.57,330.99,100.3,1.96,98.8,4.41,252.8,69,1692,42.46
8.62,352.54,24.9,2.2,45.57,0.15,146.6,87,1035,58.08
3.43,356.56,20.9,5.78,34.11,1.98,353.2,28,1797,60.07
6.07,462.37,37.5,6.62,20.37,3.56,280.6,57,2610,39.62
4.55,393.92,66.4,3.19,5.85,0.24,461.7,35,1893,56.87
3.89,286.9,74.9,5.59,60.68,0.44,221.5,85,1520,55.79
9.71,344.03,46.2,9.53,7.99,4.06,316.8,76,2816,25.09
6.68,457.62,38.0,5.02,64.85,1.53,316.4,81,1784,44.68
3.13,276.43,51.9,4.26,18.34,1.95,157.1,83,1529,65.95
7.85,271.06,87.4,7.4,65.22,1.32,147.4,44,2297,43.62
1.53,407.45,99.4,5.28,24.55,3.46,302.0,69,864,41.36
5.42,237.03,57.8,5.45,47.78,1.19,56.4,75,1674,59.67
3.42,272.12,102.1,5.11,22.71,0.83,131.3,32,704,57.27
4.02,475.37,86.2,6.84,23.16,2.81,324.3,11,2996,37.19
2.9,346.27,39.7,8.76,15.9,3.59,220.8,2,739,56.68
1.43,213.64,40.4,3.71,72.74,1.91,347.6,98,2922,53.49
8.18,234.79,119.8,7.95,20.13,0.49,131.7,6,1752,51.98
3.89,213.18,70.1,3.19,29.48,3.88,248.4,90,1592,51.91
6.14,446.94,57.3,2.89,9.05,2.65,383.8,96,2782,35.21
4.58,336.64,113.2,1.48,34.9,4.33,182.1,81,2950,34.27
3.73,232.5,22.6,5.04,34.16,3.74,86.6,83,1045,61.07
2.49,477.53,90.0,5.66,23.73,2.97,287.6,96,2813,36.48
6.0,241.09,56.0,4.33,32.89,2.7,127.3,74,2291,52.67
6.33,326.45,24.9,7.3,96.86,1.13,113.9,25,1781,57.84
2.94,340.25,30.3,8.46,37.54,4.93,204.6,11,1379,55.8
7.88,343.24,78.2,7.46,76.69,4.41,429.1,36,2401,24.16
2.81,455.26,59.7,6.28,42.82,3.64,384.0,7,581,44.54
8.69,421.05,54.5,7.93,30.89,0.64,495.5,41,1079,39.58
